"","id","year","costs","assets","sales","wva","ws","lp","cm","legal_form","subject_type","inst_sector","empl_num","empl_cat","nace","cs","iis","COGSS","nace2","GO","W","II","COGS","VA","L","deflatorgfcp","deflatorintp","deflatorprdp","deflatorvalp","deflatorgdp","deflatorcpi","rGO","rVA","rII","rW","rK","rCOGS","go","w","ii","va","l","k","cogs","lagExists","entry","exit","pp_sales","tenders","pp_dummy","pp_share","lgExist","trim","s_g","s_g_p_1","s_g_p_2","s_g_p_3","s_g_p_4","s_g_p_5","s_g_p_95","s_g_p_96","s_g_p_97","s_g_p_98","s_g_p_99","costshare","cs_p_1","cs_p_99","betahat_tl","muhat_tl","t","markup","Y","Ei","K","D","nyear","i","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","meanpp","lastcohort","gvar","T"
"229",48041122,2010,113312000,68276000,115037000,0.88370001,0.20299999,489500,0.66530001,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.98500484,0.78200483,0.33469999,41,115037000,23352510,89959488,38502884,25077512,51.230873,0.93330002,0.98640001,1.0035,1.0437,0.93886238,0.93039924,114635776,24027510,91199808,25099450,73155472,39033744,18.55727,17.038357,18.328564,16.994711,3.9363422,18.108097,17.479937,1,0,0,0,"Master only (1)",0,0,1,1,2.9368379,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,0.34792778,0.17120239,0.9910233,0.90087312,1.9726406,5,1.9726406,0.67937309,12,-7,0,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,0
"230",48041122,2011,104998000,61048000,121011000,0.51200002,0.18430001,806851.88,0.67180002,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.86767316,0.68337315,0.32819998,41,121011000,22302328,82695672,39715808,38315328,47.487438,0.92129999,0.99070001,1,1.021,0.93866926,0.94823706,121011000,37527256,83471960,23519780,66262888,40088632,18.611391,16.973352,18.240021,17.440578,3.8604653,18.00914,17.506603,1,0,0,0,"Master only (1)",0,0,1,1,3.0185864,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,0.3769446,0.17771626,0.99270868,0.90336239,1.9962426,6,1.9962426,0.69126672,12,-6,0,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,0
"231",48041122,2012,115811000,59223000,124872000,0.62330002,0.1761,641472.75,0.65720004,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.92743772,0.75133771,0.34279996,41,124872000,21989960,93821040,42806116,31050960,48.405735,0.95649999,0.99160004,0.99449998,1,0.95228857,0.97941154,125562600,31050960,94615808,22452216,61916364,43168732,18.648315,16.926899,18.365335,17.251141,3.8796184,17.941296,17.580627,1,0,0,0,"Master only (1)",0,0,1,1,2.9086468,1.0807327,1.107379,1.1148077,1.1446264,1.1530981,4.7775946,5.2923789,6.2162333,6.4577956,12.589449,0.41079786,0.21952453,0.99618721,0.90694582,1.8816653,7,1.8816653,0.63215721,12,-5,0,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,0
"232",48041122,2013,101497000,70046000,100379000,0.78430003,0.22209999,557470.56,0.60949999,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,1.0111378,0.78903782,0.39050001,41,100379000,22294174,79202824,39198000,21176176,37.986179,0.96769994,0.98730004,0.98269999,0.97129995,0.96528453,0.99349838,102146128,21801892,80221632,22440070,72384008,39702216,18.441916,16.926359,18.200304,16.897507,3.6372223,18.097496,17.496918,1,0,0,0,"Master only (1)",0,0,1,1,2.5728068,1.0395045,1.0712026,1.080767,1.1059896,1.1326731,4.2935085,4.5896811,4.9080658,5.8074036,18.884979,0.35421139,0.22235148,0.99706173,0.90161538,1.8206359,8,1.8206359,0.59918582,12,-4,0,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,0
"233",48041122,2014,104500000,70637000,104707000,0.77739996,0.2298,560200,0.57139999,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.99802303,0.76822305,0.42860001,41,104707000,24061668,80438328,44877420,24268672,43.321442,0.98930001,0.99849999,0.98690003,0.95999998,0.99017471,0.99691588,106096864,25279868,80559168,24136106,71400992,44944836,18.479862,16.99922,18.204502,17.045519,3.7686477,18.083822,17.620947,1,0,0,0,"Master only (1)",0,0,1,1,2.3606019,1.0747333,1.0896649,1.1213056,1.1433539,1.158276,4.6732278,5.0285978,5.2805529,6.0912337,7.7827225,0.38630381,0.066069283,0.99815047,0.90601128,1.8191258,9,1.8191258,0.59835607,12,-3,0,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,0
"234",48041122,2015,103021000,86601000,92830000,0.90800005,0.2093,NA,0.61229998,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,1.1097813,0.90048128,0.38770002,41,92830000,19429318,83591680,35990192,9238320,NA,1,1,1,1,1,1,92830000,9238320,83591680,19429318,86601000,35990192,18.346281,16.782293,18.241455,16.03887,NA,18.276821,17.398758,1,0,0,0,"Master only (1)",0,0,1,1,2.5793138,1.07032,1.082837,1.1247329,1.1412919,1.1576754,4.6104183,5.5555553,6.6666679,8.7260027,14.925379,0.29357895,0.11420469,0.99456435,0.89542651,2.0681322,10,2.0681322,0.72664589,12,-2,0,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,0
"235",48041122,2016,94545000,81441000,103516000,0.68699998,0.18340001,NA,0.59299999,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.91333705,0.72993708,0.40700001,41,103516000,18984834,75560168,42131012,27955832,NA,0.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,102258224,26896126,75537512,18855954,81628752,42118380,18.443012,16.752338,18.140141,17.107492,NA,18.217691,17.555994,1,0,0,0,"Master only (1)",0,0,1,1,2.4278765,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,0.34035844,0.14455283,0.99409813,0.90167147,2.1095533,11,2.1095533,0.74647623,12,-1,0,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,0
"236",48041122,2017,99690000,80057000,109202000,0.41859999,0.18620001,NA,0.61799997,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.91289538,0.72669536,0.38200003,41,109202000,20333414,79356584,41715168,29845416,NA,0.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,104389632,27139598,77595176,19712322,80081024,40789252,18.46364,16.796755,18.167015,17.116505,NA,18.198549,17.52393,1,0,0,10467300,"Matched (3)",1,0.095852643,1,1,2.5592437,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,0.33746305,0.12277135,0.99353218,0.90089971,2.2958071,12,2.2958071,0.83108449,12,0,1,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,1
"237",48041122,2018,100198000,80282000,108871000,0.72519994,0.21290001,NA,0.56709999,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.9203369,0.70743692,0.43290001,41,108871000,23178638,77019368,47130256,31851632,NA,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,99899984,26845032,73386728,21997794,79946224,44907344,18.41968,16.906452,18.111254,17.105591,NA,18.196865,17.620111,1,0,0,19007613,"Matched (3)",1,0.1745884,1,1,2.22458,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,0.35968012,0.12412826,0.99643099,0.90416521,2.3215537,13,2.3215537,0.84223664,12,1,1,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,1
"238",48041122,2019,118928000,4843000,129221000,0.57550001,0.18200001,NA,0.58410001,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.92034578,0.73834574,0.41589999,41,129221000,23518224,95409776,53743012,33811224,NA,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,112258704,25903030,87588152,21702034,4646901,49337200,18.536316,16.892916,18.288157,17.06987,NA,15.351711,17.71419,1,0,0,13497690,"Matched (3)",1,0.10445431,1,1,2.275336,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,0.91392094,0.10845396,0.99716008,0.9530881,2.0245068,14,2.0245068,0.70532614,12,2,1,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,1
"239",48041122,2020,145611000,3786000,157430000,0.7676,0.139,NA,0.65769994,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.92492539,0.78592539,0.34230006,41,157430000,21882770,123728232,53888300,33701768,NA,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,131103264,24750354,108883072,19574082,3482319.5,47422676,18.691496,16.789717,18.505785,17.024351,NA,15.06321,17.67461,1,0,0,26988546,"Matched (3)",1,0.17143203,1,1,2.764569,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,0.93159181,0.17136976,0.99402052,0.95639509,2.0184188,15,2.0184188,0.70231444,12,3,1,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,1
"240",48041122,2021,134461000,6911000,146045000,0.46919999,0.1619,NA,0.62349999,"Limited liability company","Company","Non-financial corporations national private",51,"50 - 99 employees",412000,0.92068195,0.75878197,0.37650001,41,146044992,23644686,110816312,54985944,35228680,NA,1.1234288,1.1741998,1.2408165,1.4070348,1.1769075,1.1608735,117700720,25037534,94376024,20368012,6151702.5,46828440,18.583656,16.829475,18.362797,17.035887,NA,15.632239,17.662001,1,0,0,19861980,"Matched (3)",1,0.13599904,1,1,2.5134451,1.0022371,1.0428832,1.0650672,1.1151452,1.1365749,5.3585052,5.7248168,6.5807548,7.5584064,11.319527,0.88388664,0.208937,0.99669135,0.94681948,1.9142009,16,1.9142009,0.64930028,12,4,1,16,28,0,0,0,0,0,0,0,0,0,1,0,0.3125,0,12,1
"241",49975561,2006,459830000,4190000,482028000,0.58389997,0.097299993,740169.81,0.34560001,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.95394874,0.85664874,0.65439999,43,482028000,46901320,412928672,315439104,69099328,93.356049,0.97640002,0.91620004,0.91710001,0.90970004,0.87900233,0.82970738,525600256,75958368,450697056,56527544,4291274,344290656,20.080051,17.850239,19.926306,18.145697,4.5364208,15.272094,19.656998,1,0,0,0,"Master only (1)",0,0,1,1,1.5266179,1.0926596,1.139132,1.1436963,1.1768391,1.1887419,5.099637,5.2086482,5.7613535,8.5532408,15.416949,0.98768932,0.16021043,0.99653023,1.0197818,1.7082204,1,1.7082204,0.53545213,8,-7,0,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,0
"242",49975561,2007,672302000,3483000,695600000,0.4111,0.07,1084598.1,0.38839999,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.9665066,0.89650661,0.61160004,43,695600000,48692000,623609984,425428992,71990016,66.374832,0.97470003,0.94800001,0.95429999,0.96279997,0.91012228,0.85337996,728911232,74771520,657816448,57057820,3573407,448764768,20.407063,17.859575,20.304436,18.129948,4.1953177,15.08903,19.922009,1,0,0,0,"Master only (1)",0,0,1,1,1.6242613,1.0915266,1.132465,1.1496336,1.1640477,1.1786879,5.0683594,5.9166064,6.2009907,6.4970469,9.9240561,0.99210012,0.19257173,0.99529177,1.0316486,1.6152874,2,1.6152874,0.4795129,8,-6,0,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,0
"243",49975561,2008,571959000,3373000,577190000,0.574,0.0858,906419.38,0.3506,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.99093711,0.90513712,0.6494,43,577190016,49522900,522436096,374827168,54753920,60.40683,0.95639998,0.9774,0.99110001,1.022,0.92841196,0.90764356,582373120,53575268,534516160,54562056,3526767.3,383494144,20.182621,17.81485,20.096872,17.796598,4.1011024,15.075892,19.764835,1,0,0,0,"Master only (1)",0,0,1,1,1.5185971,1.0550734,1.0822837,1.107815,1.1304183,1.1390355,4.2162333,4.8580151,5.3654895,6.8771076,14.35483,0.9908874,0.20035221,0.99795556,1.0265679,1.6006629,3,1.6006629,0.47041789,8,-5,0,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,0
"244",49975561,2009,259333000,2805000,253275000,1.0470999,0.162,452389.63,0.45599997,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,1.0239186,0.86191863,0.54400003,43,253275008,41030552,218302448,137781600,34972560,77.306282,0.96230006,0.98339999,1.0049,1.0559,0.95243758,0.91689593,252040016,33121092,221987440,44749412,2914891.3,140107392,19.345098,17.616589,19.218132,17.315681,4.347775,14.885343,18.757919,1,0,0,0,"Master only (1)",0,0,1,1,1.798906,1.0504562,1.0846872,1.1125567,1.1282047,1.1556506,4.7947321,5.0236387,5.7905607,6.7165751,7.7605453,0.97961932,0.18825078,0.99480075,0.99572998,1.6729561,4,1.6729561,0.51459217,8,-4,0,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,0
"245",49975561,2010,288839000,4204000,287021000,1.103,0.1309,453378.38,0.44589999,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,1.0063341,0.87543404,0.55410004,43,287020992,37571048,251267952,159038352,35753040,78.859161,0.93330002,0.98640001,1.0035,1.0437,0.93886238,0.93039924,286019936,34256052,254732304,40381640,4504446.5,161231088,19.471573,17.513885,19.355724,17.349373,4.3676634,15.320576,18.89835,1,0,0,0,"Master only (1)",0,0,1,1,1.7739751,1.0362214,1.0591097,1.0899973,1.1201819,1.1311389,4.6105056,5.1926022,5.997313,7.0211411,9.9188604,0.97282147,0.17120239,0.9910233,0.99345887,1.6752768,5,1.6752768,0.5159784,8,-3,0,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,0
"246",49975561,2011,379189000,11530000,386628000,0.72290003,0.1076,742718.31,0.41499999,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.98075926,0.87315929,0.58500004,43,386628000,41601176,337587840,226177392,49040160,66.027939,0.92129999,0.99070001,1,1.021,0.93866926,0.94823706,386628000,48031496,340756864,43872128,12514925,228300592,19.772974,17.59679,19.646679,17.687368,4.1900778,16.342432,19.246174,1,0,0,0,"Master only (1)",0,0,1,1,1.6935041,1.0469195,1.0984589,1.1104013,1.1330054,1.1513073,5.0701132,5.7133799,6.7394581,8.4747629,13.702625,0.94803107,0.17771626,0.99270868,0.98873657,1.7034802,6,1.7034802,0.53267336,8,-2,0,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,0
"247",49975561,2012,358951000,7607000,357770000,0.73890001,0.10609999,747217.38,0.36200002,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,1.003301,0.89720106,0.63800001,43,357769984,37959396,320991616,228257264,36778368,49.22044,0.95649999,0.99160004,0.99449998,1,0.95228857,0.97941154,359748608,36778368,323710784,38757352,7952953.5,230190864,19.700916,17.472832,19.595362,17.42042,3.8963089,15.889054,19.254419,1,0,0,0,"Master only (1)",0,0,1,1,1.5628275,1.0807327,1.107379,1.1148077,1.1446264,1.1530981,4.7775946,5.2923789,6.2162333,6.4577956,12.589449,0.96660441,0.21952453,0.99618721,0.99630535,1.6324165,7,1.6324165,0.49006143,8,-1,0,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,0
"248",49975561,2013,308578000,12329000,312863000,0.88690001,0.1083,591941.19,0.47669998,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.98630393,0.87800395,0.52330005,43,312863008,33883064,274694944,163721232,38168064,64.479485,0.96769994,0.98730004,0.98269999,0.97129995,0.96528453,0.99349838,318370816,39295856,278228448,34104800,12740519,165827232,19.578728,17.344948,19.443953,17.486629,4.166347,16.360298,18.926456,1,0,0,21797234.44,"Matched (3)",1,0.069670223,1,1,1.9198947,1.0395045,1.0712026,1.080767,1.1059896,1.1326731,4.2935085,4.5896811,4.9080658,5.8074036,18.884979,0.92865163,0.22235148,0.99706173,0.97768456,2.0946593,8,2.0946593,0.73939091,8,0,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
"249",49975561,2014,302341000,16163000,304533000,0.99610001,0.1319,527900,0.31670001,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.99280208,0.86090207,0.68330002,43,304532992,40167900,262173088,208087408,42359904,80.242287,0.98930001,0.99849999,0.98690003,0.95999998,0.99017471,0.99691588,308575328,44124900,262566944,40292168,16337814,208400016,19.547476,17.511667,19.386017,17.602535,4.3850508,16.608994,19.15497,1,0,0,12109687,"Matched (3)",1,0.039764777,1,1,1.4806876,1.0747333,1.0896649,1.1213056,1.1433539,1.158276,4.6732278,5.0285978,5.2805529,6.0912337,7.7827225,0.92730278,0.066069283,0.99815047,0.98137897,2.1716521,9,2.1716521,0.7754882,8,1,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
"250",49975561,2015,566192000,17746000,583269000,0.5776,0.071699999,1065426.5,0.50020003,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.9707219,0.89902192,0.49979997,43,583268992,41820388,524371616,291517824,58897376,55.280563,1,1,1,1,1,1,583268992,58897376,524371616,41820388,17746000,291517824,20.184158,17.548895,20.077711,17.891308,4.0124216,16.691671,19.490612,1,0,0,972002,"Matched (3)",1,0.0016664729,1,1,2.0008004,1.07032,1.082837,1.1247329,1.1412919,1.1576754,4.6104183,5.5555553,6.6666679,8.7260027,14.925379,0.94261855,0.11420469,0.99456435,0.99135029,2.1521981,10,2.1521981,0.76648968,8,2,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
"251",49975561,2016,385890000,35306000,400803000,1.0734,0.1111,379899.63,0.3689,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.96279222,0.8516922,0.6311,43,400803008,44529212,341360800,252946768,59442208,156.4682,0.99769998,1.0002999,1.0123,1.0394,1.0114145,1.006835,395933024,57188964,341258432,44226920,35387392,252870928,19.796755,17.604845,19.648151,17.861872,5.0528526,17.381866,19.348391,1,0,0,0,"Master only (1)",0,0,1,1,1.5657514,1.0524504,1.0925982,1.1112751,1.126991,1.1442169,5.4234118,5.822897,7.5952778,9.1664715,15.439773,0.8772372,0.14455283,0.99409813,0.97546214,1.7638929,11,1.7638929,0.56752324,8,3,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
"252",49975561,2017,431408000,32976000,456243000,1.1073,0.10550001,431382.78,0.4813,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.9455663,0.84006631,0.5187,43,456243008,48133640,383274368,236653248,72968640,169.15056,0.99970001,1.0227,1.0461,1.0997,1.024633,1.0315078,436137088,66353224,374767168,46663376,32985896,231400464,19.893467,17.65847,19.741816,18.010504,5.1307893,17.31159,19.259661,1,0,0,15589809.44,"Matched (3)",1,0.034169968,1,1,1.8847718,1.031039,1.0880702,1.1210079,1.1580563,1.179859,5.6282725,6.1563692,7.4514561,9.043766,12.48571,0.87523603,0.12277135,0.99353218,0.9736048,2.0788248,12,2.0788248,0.7318027,8,4,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
"253",49975561,2018,550296000,56293000,588233000,0.5661,0.096799999,574886.5,0.59920001,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.93550682,0.83870685,0.40079999,43,588233024,56940956,493355040,235763776,94877984,165.03777,1.0042,1.0495,1.0898,1.1865001,1.0509413,1.0536801,539762368,79964584,470085792,54040080,56057560,224643904,20.10664,17.805237,19.968426,18.197094,5.1061745,17.84189,19.230026,1,0,0,11506027,"Matched (3)",1,0.019560322,1,1,2.4027467,1.0266745,1.0945905,1.111135,1.1430514,1.1694239,5.6949763,6.1066656,6.9033761,8.3019028,11.396701,0.80029476,0.12412826,0.99643099,0.96407884,2.1753883,13,2.1753883,0.7772072,8,5,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
"254",49975561,2019,490066000,47559000,512631000,NA,0.1179,462760.97,0.51620001,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.95598197,0.83808196,0.48379999,43,512631008,60439196,429626784,248010880,83004224,179.36739,1.0422,1.0893,1.1511,1.3053,1.091812,1.0836875,445340096,63590152,394406304,55771792,45633276,227679120,19.914349,17.836779,19.792892,17.96797,5.189436,17.636148,19.243448,1,0,0,22234469.77,"Matched (3)",1,0.043373246,1,1,1.9559989,1.0162288,1.038648,1.0981921,1.1196311,1.1540394,5.728282,6.654798,7.4571481,8.9106579,15.362205,0.83303618,0.10845396,0.99716008,0.96783948,2.172507,14,2.172507,0.77588183,8,6,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
"255",49975561,2020,407806000,66895000,426430000,1.0997,0.1443,399061.56,0.45610002,"Limited liability company","Company","Non-financial corporations national private",86,"50 - 99 employees",430000,0.95632577,0.81202579,0.54390001,43,426430016,61533848,346272160,231935280,80157856,200.86589,1.0872064,1.1363404,1.2008091,1.3616681,1.1389608,1.1179461,355118912,58867396,304725728,55041872,61529256,204107216,19.687963,17.823605,19.534924,17.890799,5.3026376,17.935024,19.134155,1,0,0,58302979.78,"Matched (3)",1,0.13672344,1,1,1.7398646,1.0140508,1.0403608,1.073038,1.1071236,1.1301949,5.3193488,6.021719,6.4550624,7.7124076,12.634346,0.76837045,0.17136976,0.99402052,0.95935315,2.1879122,15,2.1879122,0.78294778,8,7,1,16,29,0,0,0,0,0,1,0,0,0,0,0,0.4375,0,8,1
